index,ArharSplit,AttaFAQ,BajraFAQ,BananaFAQ,BesanNA,BiscuitGlucose,BlackNA,BreadLocal,BrinjalFAQ,ChickenPoultry,CoconutDry,CoconutFresh,CoconutNA,CumminNA,EggsNA,FishPomphret,GheeDesi,GingellyNA,GramSplit,GramWhole,GroundnutNA,GurLocal,JowarWhite,MaidaNA,MaizeFAQ,MasurSplit,MeatMutton,MilkCowBuffalo,MilkDairy,MoongSplit,MustardNA,OnionFAQ,PotatoFAQ,RagiFAQ,RedNA,RiceCommonCoarse,RiceFine,RiceSuperfine,SaltLoosecommon,SaltPacketiodized,SugarNA,SujiNA,TeaCtcloose,TomatoFAQ,UradSplit,VanaspatiDaldaRathAny,VanaspatiNA,WheatDesi
24012014weekIndiaAmritsar,68,18,18,50,60,13,460,22,25,150,150,NA,120,110,48,NA,320,93,60,50,110,50,22,22,18,66,300,35,33,82,80,25,10,NA,26,30,36,70,10,16,35,22,200,30,64,NA,75,NA
24022006weekIndiaAmritsar,34,10,7,20,24,5,220,8,10,70,32,30,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,8,NA,NA,14,52,58,6,7,21,12,45,10,28,NA,48,NA
24022012weekIndiaAmritsar,70,16,16,40,54,5,450,16,15,140,150,30,120,NA,40,NA,290,90,54,52,110,55,18,18,18,50,260,32,30,68,90,10,5,NA,25,22,NA,NA,8,14,33,20,180,30,60,NA,80,NA
24032006weekIndiaAmritsar,34,10,8,20,24,5,220,8,10,70,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,8,8,NA,NA,14,33,40,6,7,21,12,45,10,28,52,48,NA
24042009weekIndiaAmritsar,40,12,10,30,35,5,160,14,20,100,NA,15,170,NA,30,NA,195,90,38,42,90,32,11.15,15,10,65,160,20,20,55,65,13,8,NA,9,20,NA,NA,NA,10,27,15,140,18,45,NA,60,NA
24062005weekIndiaAmritsar,34,9.5,10,20,24,5,220,8,6,70,32,30,50,130,22,NA,135,60,22,20,65,16,NA,15,7,28,100,15,15,28,44,6,5,8,NA,14,52,58,6,7,20,12,45,5,28,NA,48,NA
24062011weekIndiaAmritsar,72,16,15,50,42,5,300,15,13,120,NA,30,NA,NA,34,NA,270,NA,40,42,75,36,16,20,16,55,235,30,30,75,78,8,8,NA,14,26,NA,NA,12,12.9,33,18,130,5,72,NA,70,NA
24082007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,15.5,130,160,24,NA,170,72,36,35,76,20,12,15,12,40,140,12,16,46,54,22,10,NA,12,16,35,40,2,7,15.5,15,100,20,40,115,52,NA
24082012weekIndiaAmritsar,68,17,20,40,62,8,490,20,20,160,150,NA,120,NA,36,NA,290,90,60,60,110,55,18,18,18,70,270,32,30,82,100,12,20,NA,30,26,NA,NA,8,14,42,20,240,19,60,NA,85,NA
24092010weekIndiaAmritsar,68,15,13,35,38,5,260,10,20,120,NA,15,165,NA,36,NA,260,65,36,34,85,40,15,20,15,60,180,22,22,72,66,25,10,NA,18,22,NA,NA,10,12,30,20,160,40,66,NA,50,NA
24102008weekIndiaAmritsar,48,13,10,20,38,5,220,12,20,110,NA,NA,140,180,NA,NA,200,120,38,36,NA,25,12,15,10,66,150,18,18,55,78,12,7,NA,15,20,50,60,3,11,21,16,120,40,60,120,56,NA
24112006weekIndiaAmritsar,38,12.5,12,25,45,10,140,10,12,70,NA,34,140,120,24,NA,160,70,39,40,80,22,12,14,12,38,130,11,15,50,48,8,10,34,70,14,32,40,5,8,21,14,27,15,52,52,54,10.8
24122010weekIndiaAmritsar,75,15,13,40,38,5,270,NA,30,140,NA,25,165,NA,38,NA,250,65,36,34,85,50,15,20,15,65,220,23,23,68,66,75,5,NA,NA,22,NA,NA,12,12,34,20,180,50,60,NA,55,NA
25012008weekIndiaAmritsar,42,12,9,20,36,3,180,12,15,80,NA,NA,100,160,30,400,160,90,34,32,95,20,12,15,10,40,140,16,16,40,60,8,7,NA,18,18,45,55,2,8,17,16,120,15,35,125,58,NA
25022005weekIndiaAmritsar,34,NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,20,NA,NA,NA,NA,NA,28,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA
25022011weekIndiaAmritsar,75,15,13,40,38,5,270,15,30,120,NA,25,165,NA,34,NA,250,65,36,34,85,50,15,20,15,65,220,25,25,68,NA,16,4.5,NA,34,22,NA,NA,12,12.9,31,20,130,18,60,NA,55,NA
25032005weekIndiaAmritsar,34,NA,NA,15,24,5,220,8,10,NA,32,30,50,130,NA,NA,NA,60,22,20,65,NA,NA,NA,NA,28,NA,NA,NA,28,44,8,3,NA,NA,NA,NA,NA,6,7,NA,NA,45,8,28,NA,48,NA
25032011weekIndiaAmritsar,80,15,14,40,42,5,360,15,30,120,NA,25,165,NA,34,NA,245,65,40,34,85,46,16,22,16,60,220,25,25,75,NA,9,10,NA,30,25,NA,NA,12,12.9,33,20,130,25,68,NA,55,NA
25042008weekIndiaAmritsar,45,12.5,9,25,38,3,200,12,15,80,NA,NA,130,160,NA,NA,160,100,37,36,96,20,12,15,10,48,140,18,18,42,66,7,7,NA,15,18,50,62,2,8,18,15,120,25,40,140,67,NA
25052007weekIndiaAmritsar,38,12.5,10,25,36,10,160,12,12,90,12,15,130,140,30,NA,160,70,36,34,80,20,12,16,12,40,140,13,16,50,52,10,8,NA,14,14,35,40,2,6,16,16,110,15,50,110,54,8.8999996
25052012weekIndiaAmritsar,68,16,20,50,60,6,490,20,15,140,150,NA,120,NA,30,NA,290,90,56,54,110,55,18,18,18,60,260,32,30,84,95,8,15,NA,30,26,NA,NA,8,14,34,20,240,10,60,NA,80,NA
25062010weekIndiaAmritsar,68,14,13,65,38,NA,NA,NA,30,120,31,NA,165,8,36,NA,10,65,36,32,85,160,14,19,12,65,160,22,25,72,66,20,10,NA,17,22,NA,NA,12,30,42,19,66,20,60,NA,48,NA
25072008weekIndiaAmritsar,45,12.5,10,25,38,5,220,12,12,90,NA,NA,140,180,30,NA,170,120,35,32,110,24,12,15,10,55,150,18,18,45,75,6,6,NA,15,20,50,65,2.5,7,19,16,120,15,45,150,70,NA
25082006weekIndiaAmritsar,40,11,10,25,36,10,120,10,15,85,24,30,65,96,15.6,NA,150,80,34,35,75,22,9,13,10,36,130,12,15,48,55,8,10,NA,60,15,32,40,5,8,21,13,27,15,48,52,55,9
25092009weekIndiaAmritsar,80,14,13,25,38,5,180,15,20,120,NA,20,165,NA,36,NA,240,65,38,36,85,35,14,17,10.5,72,200,22,22,50,58,13,15,NA,17,22,NA,NA,10,12,32,18,160,25,45,NA,NA,NA
25112011weekIndiaAmritsar,72,16,NA,50,42,7,325,15,10,120,NA,40,120,NA,38.400002,NA,295,82,42,40,80,50,18,20,18,55,240,32,30,76,90,12,10,NA,20,28,32,NA,8,12,35,20,160,20,62,NA,80,NA
25122009weekIndiaAmritsar,84,17,13,25,40,5,200,15,15,120,NA,15,165,NA,36,NA,255,65,38,36,85,42,14,19,12,72,160,22,22,80,66,15,10,NA,18,22,NA,NA,10,12,38,19,160,20,62,NA,48,NA
26012007weekIndiaAmritsar,35,12,12,25,36,10,140,12,12,80,NA,NA,100,120,24,200,150,80,35,35,85,20,12,14,10,36,130,12,15,45,50,14,5,32,100,15,34,40,5,8,18,15,27,15,45,52,50,10.2
26022010weekIndiaAmritsar,80,17,13,50,40,15,NA,NA,20,120,41,NA,165,7,36,NA,10,65,40,36,85,160,14,19,12,72,160,22,25,90,66,20,18,NA,17,22,NA,NA,12,20,42,19,66,10,62,NA,48,NA
26032010weekIndiaAmritsar,75,16,13,50,40,15,NA,NA,30,120,36,NA,165,6,36,NA,10,65,40,36,85,160,14,19,12,70,160,22,25,85,66,20,12,NA,17,22,NA,NA,12,20,42,19,66,15,52,NA,48,NA
26052006weekIndiaAmritsar,37,10,7,NA,26,5,160,9,8,70,NA,15,50,120,12,90,150,60,40,32,65,25,10,15,8,34,130,15,15,35,47,5,8,NA,90,14,32,40,7,6,22,12,45,6,35,52,48,7.3000002
26062009weekIndiaAmritsar,42,13,13,35,30,5,160,14,20,110,NA,20,168,NA,30,NA,198,65,35,28,88,32,14,10.5,10.5,58,170,22,22,55,60,10,12,NA,15,20,NA,NA,NA,11,27,15,140,15,38,NA,50,NA
26082005weekIndiaAmritsar,34,9.5,7,20,24,5,220,8,6,70,NA,NA,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,6,5,NA,NA,14,58,52,6,7,20,12,45,5,28,NA,48,NA
26082011weekIndiaAmritsar,72,17,16,80,42,15,NA,NA,50,120,33,NA,115,14,36,NA,12,NA,42,40,70,140,16,20,18,55,235,28,30,75,75,40,20,NA,12,28,NA,NA,12,20,35,18,NA,15,65,NA,70,NA
26092008weekIndiaAmritsar,45,12.5,10,20,40,5,220,12,15,80,NA,NA,140,160,NA,NA,170,110,38,36,100,25,12,15,12,55,150,18,18,45,70,12,7,NA,18,20,50,60,3,8,21,16,120,15,38,130,60,NA
26102007weekIndiaAmritsar,40,12.5,9,25,32,10,180,12,15,80,20,16,130,160,NA,NA,160,72,32,30,80,20,12,16,10,40,140,12,16,44,54,20,10,NA,12,18,35,40,3,7,16,16,110,15,40,115,55,NA
26112010weekIndiaAmritsar,68,15,13,35,38,5,265,10,20,140,NA,15,165,NA,38,NA,250,65,36,34,85,50,15,20,15,60,200,22,22,65,66,30,10,NA,18,22,NA,NA,10,12,34,20,180,15,60,NA,55,NA
26122008weekIndiaAmritsar,48,12.5,9.5,30,38,5,220,14,25,110,NA,NA,148,160,NA,NA,220,120,36,32,110,25,12,15,9.5,56,150,19,18,46,78,18,6,NA,17,21,54,60,5,10,21,15.5,140,24,48,125,48,NA
27012006weekIndiaAmritsar,34,7.5,7,20,24,5,200,8,10,70,32,30,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,8,NA,NA,14,52,58,6,7,20,12,45,10,28,52,48,NA
27012012weekIndiaAmritsar,72,16,16,40,54,10,400,15,15,120,NA,30,120,NA,40,NA,310,90,54,52,110,55,18,18,18,50,260,32,30,68,90,15,8,NA,20,22,NA,NA,8,14,33,20,180,20,60,NA,80,NA
27022009weekIndiaAmritsar,45,12.5,10,35,40,5,180,14,18,100,NA,15,125,NA,24,NA,180,NA,38,38,100,30,10,14,10,64,160,19,19,45,60,19,4,NA,8,18,NA,NA,NA,10,25,14,130,12,38,NA,45,NA
27032009weekIndiaAmritsar,45,12.5,10,30,38,5,180,14,20,100,NA,15,120,NA,24,NA,190,75,38,38,95,30,11,14,10,60,160,20,20,45,60,16,6,NA,8,19,NA,NA,NA,10,25,14,130,10,38,NA,45,NA
27042012weekIndiaAmritsar,70,16,20,40,54,5,460,16,15,120,150,NA,120,NA,27,NA,290,90,54,52,110,55,18,18,18,55,260,32,30,75,85,12,10,NA,25,23,NA,NA,8,14,33,20,180,25,60,NA,80,NA
27052011weekIndiaAmritsar,72,16,15,50,42,5,300,15,13,120,NA,30,165,NA,34,NA,270,65,40,42,75,40,16,20,16,55,230,28,28,75,NA,8,8,NA,34,26,NA,NA,12,12.9,33,18,130,5,72,NA,55,NA
27062008weekIndiaAmritsar,45,12.5,10,25,38,5,220,12,12,100,NA,NA,140,160,NA,325,170,110,35,35,100,20,12,16,10,55,150,18,18,45,75,7,10,NA,15,20,65,75,2,8,17.5,16,120,10,40,145,62,NA
27072007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,15.5,130,160,24,NA,155,72,35,35,75,20,12,15,10,40,140,12,16,45,55,14,12,NA,12,15,35,40,2,7,15.5,15,100,20,40,115,52,NA
27072012weekIndiaAmritsar,68,16,22,NA,58,20,NA,NA,50,140,34,150,120,15,28.799999,NA,8,90,54,52,110,240,18,18,18,80,260,30,30,82,95,10,8,NA,8,26,NA,NA,14,26,55,20,80,15,54,NA,80,NA
27082010weekIndiaAmritsar,68,15,13,30,38,5,240,10,20,120,NA,15,165,NA,36,NA,260,65,36,32,85,40,15,20,15,60,160,22,22,72,66,15,10,NA,18,22,NA,NA,10,12,31,20,160,40,65,NA,50,NA
27102006weekIndiaAmritsar,40,12,12,28,42,10,140,10,15,70,NA,28,70,120,20,NA,160,80,38,40,78,22,10,14,10,36,130,12,15,52,48,8,12,NA,70,16,35,40,5,8,21,14,27,25,52,55,55,9
27112009weekIndiaAmritsar,84,17,13,25,40,5,200,15,15,120,NA,15,165,NA,36,NA,240,65,38,36,85,45,14,18,12,72,160,22,22,80,66,20,20,NA,18,22,NA,NA,10,12,39,18,160,35,55,NA,48,NA
28012005weekIndiaAmritsar,34,9.5,10,NA,24,5,220,8,NA,70,NA,NA,NA,130,22,0,135,60,22,20,65,16,7,15,7,28,100,15,15,28,44,NA,NA,8,NA,14,52,58,6,7,20,12,NA,NA,28,48,50,NA
28012011weekIndiaAmritsar,75,15,13,35,38,5,270,15,25,140,NA,25,165,NA,38,NA,250,65,36,34,85,55,15,20,15,65,240,23,23,68,66,50,5,NA,34,22,NA,NA,12,12,34,20,NA,40,60,NA,55,NA
28032008weekIndiaAmritsar,45,12.5,9,30,38,3,200,12,20,80,NA,NA,135,160,24,300,160,110,37,36,100,20,12,15,10,50,140,18,18,42,75,7,7,NA,15,18,55,65,2,NA,18,15,120,20,40,140,67,NA
28042006weekIndiaAmritsar,36,10,8,20,24,5,225,8,14,70,32,30,50,135,NA,NA,135,60,27,24,65,18,10,15,8,34,130,16,15,35,47,10,8,NA,NA,14,33,40,6,7,22,12,45,14,34,52,48,NA
28052010weekIndiaAmritsar,70,14,13,65,38,15,NA,NA,30,120,34,NA,165,7,36,NA,10,65,36,34,85,160,14,19,12,68,160,22,25,75,66,15,10,NA,17,22,NA,NA,12,30,42,19,66,15,58,NA,48,NA
28072006weekIndiaAmritsar,38,10,10,20,34,10,120,10,12,90,NA,NA,NA,NA,14.4,NA,150,58,32,32,60,20,9,12,10,36,130,12,15,45,45,8,12,NA,70,15,32,40,5,8,21,12,27,20,45,48,48,7.5
28082009weekIndiaAmritsar,80,14,13,25,40,5,180,15,20,120,NA,20,165,NA,36,NA,230,65,36,36,85,35,14,16,10.5,72,180,22,22,50,60,14,15,NA,17,20,NA,NA,10,12,33,18,160,25,45,NA,50,NA
28092007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,16,130,160,24,NA,160,72,36,35,76,20,12,16,12,40,140,12,16,44,54,20,10,NA,12,16,35,40,2,7,16,16,100,20,40,115,52,NA
28092012weekIndiaAmritsar,68,17,22,50,65,8,490,20,20,160,150,NA,120,NA,39,NA,290,90,60,60,110,55,18,18,18,70,260,32,30,82,100,12,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
28102005weekIndiaAmritsar,34,7.5,7,15,24,5,220,8,16,70,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,20,8,NA,NA,14,52,58,6,7,20,12,45,16,28,NA,48,NA
28102011weekIndiaAmritsar,76,16,NA,80,42,15,NA,NA,45,140,33,NA,120,10,36,NA,8,80,42,40,80,160,18,20,18,55,235,30,30,80,90,40,17,NA,14,28,32,NA,12,14,45,20,75,10,62,NA,80,NA
28112008weekIndiaAmritsar,48,13,10,30,40,10,220,14,20,90,NA,NA,140,160,32,NA,200,120,40,40,110,25,12,15,10,60,150,18,18,55,80,20,12,NA,16,20,55,65,5,11,21,16,140,25,50,125,60,NA
28122007weekIndiaAmritsar,44,12.5,9,25,38,3,180,12,10,80,NA,NA,100,160,30,400,150,90,38,36,95,25,12,15,10,40,140,12,16,40,60,12,10,NA,18,18,45,55,2,8,17,16,120,15,40,125,56,NA
29012010weekIndiaAmritsar,84,17,13,50,40,15,NA,NA,25,120,44,NA,165,10,36,NA,10,65,40,36,85,160,14,19,12,72,160,22,22,90,66,20,20,NA,17,22,NA,NA,12,20,42,19,66,10,62,NA,48,NA
29022008weekIndiaAmritsar,45,12.5,9,25,36,3,180,12,15,70,NA,NA,145,160,24,350,155,100,34,32,100,25,12,15,10,45,150,18,18,45,64,7,7,NA,18,18,45,55,2,8,17.5,16,120,20,42,140,63,NA
29042005weekIndiaAmritsar,34,9.5,7,15,24,5,220,8,10,70,32,30,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,6,5,NA,NA,14,52,58,6,7,20,12,45,8,28,NA,48,NA
29042011weekIndiaAmritsar,80,16,14,60,44,5,272,15,30,120,NA,25,165,NA,34,NA,245,65,40,NA,85,45,16,22,16,60,225,25,25,75,NA,10,10,NA,34,26,NA,NA,12,12.9,34,20,130,32,68,NA,55,NA
29052009weekIndiaAmritsar,42,13,13,35,35,5,160,14,15,100,NA,15,170,NA,30,NA,200,65,35,28,90,32,12,15,10.5,60,170,22,22,55,60,10,8,NA,9,20,NA,NA,NA,10,28,15,140,10,45,NA,50,NA
29062007weekIndiaAmritsar,38,12,12,25,35,10,180,12,12,70,12,15,130,160,24,NA,155,70,34,32,80,20,12,15,10,40,130,12,16,46,57,8,8,NA,12,16,35,40,2,6,15,15,110,10,45,120,56,8.6999998
29062012weekIndiaAmritsar,68,16,22,50,58,6,490,20,15,140,150,NA,120,NA,28.799999,NA,290,90,54,52,110,55,18,18,18,70,260,32,30,82,95,8,15,NA,30,26,NA,NA,8,14,34,20,240,15,52,NA,80,NA
29072005weekIndiaAmritsar,34,9.5,10,20,24,5,220,8,6,70,32,30,50,130,NA,NA,135,60,22,20,65,16,NA,15,7,28,100,15,15,28,44,6,8,8,NA,14,58,52,6,7,20,12,45,5.5,28,NA,48,NA
29072011weekIndiaAmritsar,72,16,15,100,42,15,NA,NA,45,120,32,NA,NA,15,34,NA,14,NA,40,42,75,130,16,20,16,55,235,28,27,75,78,30,15,NA,10,27,NA,NA,13.9,19,38,18,73,15,72,NA,70,NA
29082008weekIndiaAmritsar,45,12.5,10,20,40,5,220,12,18,80,NA,NA,140,160,NA,NA,170,110,38,38,100,25,12,15,12,55,150,18,18,45,75,12,10,NA,18,18,50,60,3,8,22,16,120,15,40,130,60,NA
29092006weekIndiaAmritsar,40,12,12,25,42,10,140,10,12,60,NA,30,65,120,20,NA,160,80,40,42,75,22,10,13,10,38,130,12,15,50,50,8,12,NA,60,13,32,40,5,8,21,13,NA,20,56,50,52,9.5
29102010weekIndiaAmritsar,68,15,13,35,38,5,265,10,20,120,NA,15,165,NA,36,NA,250,65,36,34,85,40,15,20,15,60,180,22,22,65,66,25,10,NA,18,22,NA,NA,10,12,32,20,180,30,60,NA,50,NA
29112013weekIndiaAmritsar,68,18,18,50,60,13,460,22,15,150,150,NA,120,110,48,NA,300,93,60,50,110,50,22,22,18,66,300,35,33,82,80,45,20,NA,26,30,35,70,15,16,35,22,260,30,64,NA,75,NA
29122006weekIndiaAmritsar,38,12,12,25,45,10,140,10,12,80,NA,NA,140,120,24,NA,160,70,39,40,80,22,12,15,10,40,130,12,15,48,50,15,5,34,90,15,35,40,5,8,19,15,27,15,50,54,54,10
30012009weekIndiaAmritsar,46,12.5,9,35,31,5,220,14,18,110,NA,NA,140,160,NA,NA,220,120,33,30,110,28,12,15,9.5,52,150,19,18,43,78,18,4,NA,17,20,50,52,5,10,23.5,15.5,140,10,42,NA,45,NA
30032012weekIndiaAmritsar,65,16,18,60,54,16,NA,NA,40,120,33,150,120,5,28,NA,8,90,54,52,110,180,18,18,18,60,260,30,30,80,90,30,10,NA,10,23,NA,NA,14,26,55,20,80,15,60,NA,80,NA
30042010weekIndiaAmritsar,75,19,12,33,85,NA,10,NA,15,80,66,160,48,15,NA,22,20,66,38,38,65,15,13,70,NA,55,36,250,10,68,165,35,20,14,NA,22,NA,NA,18,17,5,19,NA,60,34,120,160,14
30052008weekIndiaAmritsar,45,12.5,12,25,38,5,200,12,12,70,NA,NA,140,160,30,325,160,95,36,35,100,20,12,16,10,52,140,18,18,45,70,5,7,NA,15,18,55,70,2,8,17.5,16,120,12,40,130,62,NA
30062006weekIndiaAmritsar,40,10,9,20,32,12,120,10,10,90,NA,NA,56,NA,14.5,NA,135,62,30,32,62,22,10,13,9,35,130,15,16,48,45,6,10,NA,72,13,32,40,7,8,22,13,30,30,48,52,49,7.1999998
30072010weekIndiaAmritsar,68,15,13,80,38,NA,NA,NA,35,120,32,NA,165,12,36,NA,10,65,36,32,85,160,15,19,12,65,160,22,25,72,66,40,12,NA,17,22,NA,NA,12,30,42,19,66,20,65,NA,48,NA
30092011weekIndiaAmritsar,72,16,NA,70,42,15,NA,NA,40,140,33,NA,80,14,36,NA,8,75,42,40,80,140,16,20,18,65,235,30,30,75,80,20,20,NA,12,28,NA,NA,12,14,38,18,NA,15,65,NA,70,NA
30102009weekIndiaAmritsar,84,14,13,NA,40,15,180,NA,20,120,36,NA,165,NA,36,NA,240,65,38,36,85,160,14,17,12,72,160,22,NA,80,60,25,20,NA,16,22,NA,NA,10,12,38,18,66,20,48,NA,48,NA
30112007weekIndiaAmritsar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30112012weekIndiaAmritsar,68,17,18,50,65,8,490,20,15,140,150,NA,120,NA,40,NA,290,90,60,60,110,55,18,18,18,65,260,32,30,82,100,10,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
30122005weekIndiaAmritsar,34,7.5,7,18,24,5,220,8,15,70,NA,NA,50,130,22,NA,135,60,22,20,65,16,10,15,8,28,100,15,15,28,44,10,10,NA,NA,14,58,52,6,7,20,12,45,10,28,NA,48,NA
30122011weekIndiaAmritsar,70,16,16,50,52,7,400,15,20,140,NA,30,120,NA,40,NA,305,90,50,50,110,45,18,18,18,50,220,32,32,68,84,10,8,NA,20,22,NA,NA,8,14,34,20,180,20,60,NA,80,NA
31032006weekIndiaAmritsar,34,11,8,20,24,5,220,8,12,50,32,30,50,130,NA,NA,135,60,22,20,65,16,10,15,8,29,100,NA,15,30,44,10,8,NA,NA,14,33,40,6,7,21,12,45,12,28,NA,48,NA
31072009weekIndiaAmritsar,44,13,13,30,35,5,180,14,20,110,NA,20,165,NA,36,NA,200,65,34,30,85,32,14,15,10.5,60,170,22,22,50,60,12,12,NA,15,20,NA,NA,NA,11,28,15,140,23,40,NA,50,NA
31082007weekIndiaAmritsar,40,12,12,25,38,10,180,12,15,80,20,15.5,130,160,24,NA,170,72,36,35,76,20,12,15,12,40,140,12,16,46,54,22,10,NA,12,16,35,40,2,7,15.5,15,100,20,40,115,52,NA
31082012weekIndiaAmritsar,68,17,22,50,65,8,490,20,20,160,150,NA,120,NA,39,NA,290,90,60,60,110,55,18,18,18,70,260,32,30,82,100,12,20,NA,30,26,NA,NA,8,14,40,20,240,19,60,NA,85,NA
31102008weekIndiaAmritsar,48,13,10,25,38,5,220,12,25,110,NA,NA,140,180,30,NA,220,120,38,36,NA,25,12,15,10,66,160,18,18,55,78,11,15,NA,20,20,50,60,3,8,21,16,120,40,60,120,56,NA
31122010weekIndiaAmritsar,75,15,13,40,38,5,270,NA,30,140,NA,25,165,NA,38,NA,250,65,36,34,85,50,15,20,15,65,220,23,23,68,66,75,5,NA,NA,22,NA,NA,12,12,34,20,180,50,60,NA,55,NA
